UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
242,45194,Kansas City ,11/3/2020,"Get a lot of sleep 
Drink a lot of water
Dont eat bats
Wash your hands
Call your mom
Stock up on food
Dont eat bats
Stock up on water
Clean regularly touched surfaces
Dont eat bats
Avoid crowded events
Eat healthy...
Dont eat bats
#coronavirus",Positive
243,45195,kenya,11/3/2020,"If you have #coronavirus

- dont go out sick
- wash hands
- call ahead, wear mask to doctor
- stock up food, medicines
- work from home
- keep social distances
- hand sanitizer after surfaces
- avoid touching face
- good sleep, vitamins
- cough in elbow
- dont panic",Negative
244,45196,,11/3/2020,"As an optimist I look at the bright side of the #coronavirus

My wife no longer wants to take expensive trip to Asia

She no longer buys anything online because everything is made overseas

She no longer goes shopping because of panicked toilet paper mobs

Blessings in disguise? https://t.co/9oTdiv4Agc",Positive
245,45197,INDIA,11/3/2020,"Telangana #politicians make a #killing of #coronavirus #masks taking advantage of #COVID2019 fears abroad, minting money by controlling manufacture of masks being exported at exorbitant prices @trspartyonline @DeccanChronicle @editorofdc https://t.co/5oyYEnGY0i",Negative
246,45198,"Washington, USA",11/3/2020,"dangerous dems causing chaos over covid-19.  I shake hands, hug, share bites of food, watch ONLY Fox and Friends.  There is no problem in US.  Fake media is making me look bad, they crashed the stock market, all because of my beautifully perfect response.  No test kits = no + https://t.co/lP2lWU4fi0",Extremely Negative
247,45199,Online,11/3/2020,"Help keep the elderly isolated! mortality rate is extremely high in the elderly. They need to stock medicine and food and stay away from people now!
#coronavirus

https://t.co/UJImSF7JD4",Positive
248,45200,"Deerfield, IL",11/3/2020,"A new wave of retail coronavirus reaction: virtual meetups, empty shelves, list of canceled trade events. #coronavirus #CoronaVirusUpdate #storebrands #privatelabel #tradeshow 
https://t.co/hsAfocBG6g https://t.co/0T2DPvxBHv",Negative
249,45201,Canada,11/3/2020,"From the high-tech industry to consumer-packaged-goods, #COVID2019 is affecting supply chains and disrupting manufacturing operations around the globe. @HarvardBiz details how the #coronavirus could impact the global supply chain. https://t.co/hPlhDwM6UF",Neutral
250,45202,,11/3/2020,"BREAKING: The World Health Organization declares COVID-19 a ""pandemic,"" pointing to the over 118,000 cases of the coronavirus illness in more than 110 countries and territories around the world https://t.co/iXxyQ16TyP",Negative
251,45203,"Utah, USA",11/3/2020,@retailgeek Howdy. I am back in the business of retail trend data! Lates on the impact of the #COVID19 shopping surge with shopping session data. https://t.co/bZgqn5X2UR,Neutral
252,45204,"Utah, USA",11/3/2020,"#COVID19 Online Shopping Impact Data. #retail, #GoDigital https://t.co/bZgqn5X2UR",Neutral
253,45205,,11/3/2020,"If you're looking to stock up on food and are strapped for cash the ducks in the park are free to take home
#coronavirus #hoarding",Positive
254,45206,"Los Angeles, CA",11/3/2020,"Food for thought.....

""everyone is running around stocking up on toilet paper?...

wouldn't it be better to stock up on Vitamin C and Probiotic to boost your immune system?""

#coronavirus #Corona #ThoughtOfTheDay",Extremely Positive
255,45207,"Lenexa, Kan.",11/3/2020,"The #coronavirus may indeed result in a temporary spike in non-perishable #food #sales, while #grocery delivery demand is anticipated to increase. https://t.co/fuixpvMIDU
.
.
.
Kroger The Wall Street Journal @kroger @wallstreetj_cp Kroger The Wall Street Journal",Positive
256,45208,,11/3/2020,"Have a question: if COVID-19 does sweep the country in full pandemic style, how long do you think we will have to quarantine as individuals? 2 weeks, 3 weeks? 

I'm just taking stock of things and I'm wondering if 3 weeks worth of food is adequate.",Positive
257,45209,"Philadelphia, PA",11/3/2020,"There will be no point in anyone being tested for the #coronavirus #COVID2019 if Americans:

- Have to pay absurd prices to be tested insured or not.
- No government intervention to grant paid leave, free testing and coverage, guarantee job security.

Live your life, fuck em all.",Positive
258,45210,"Minneapolis, MN",11/3/2020,"@jelani9 Its called the COVID 19: the 19 pounds you lose b/c you didnt stock up, or gain b/c you stocked up on trash food.",Positive
259,45211,"Winston-Salem Area, NC",11/3/2020,"Are you worried about #food and the #coronavirus Stock up on items like @CrispyGreen Healthy, freeze-dried, no added sugar &amp; #foodallergy friendly ?#food #fruit https://t.co/b9fRwI3pSW",Extremely Positive
260,45212,"San Francisco, California",11/3/2020,"5 stages of COVID-19

denial - it's just a bad flu
anger - why is everyone buying all the toilet paper?
bargaining - if i start doing emergen-c shots now i won't get it
depression - OMG we're all going to die
acceptance - i'll stock up on TP/food/theraflu and get this over with",Extremely Negative
261,45213,India,11/3/2020,"In pics | Shoppers around the world are heading to grocery stores to stock up on food and basics as fear over the spread of #coronavirus grows

https://t.co/aZ9jvpjvHd",Negative
262,45214,"Chicago, IL",11/3/2020,"#coronavirus intel
Just talked to a friend who owns multiple fast food franchises and he said likely will have to shut down next week to protect his employees. So stock up on canned goods and food because ur local delis, restaurants fast food franchises may not be open in a week.",Extremely Positive
263,45215,,11/3/2020,"I went to Sainsburys this afternoon and saw many empty shelves. I understand people are acting to the Covid-19 pandemic &amp; stocking up, but I feel terribly sorry/? for the elders who dont/are not able to do online shopping &amp;
are struggling to get the essential daily supplies.",Extremely Negative
264,45216,,11/3/2020,"Im not discounting the danger for some while attending a sporting event, but tell me why its ok for me to continue going to work at a grocery store where thousands of customers come and go on a daily basis carrying an unknown amount of sicknesses or the #coronavirus https://t.co/zNhWEM7K6p",Positive
265,45217,3rd Rock from the Sun,11/3/2020,"@IAmPhilKessel @theJagmeetSingh YOU willing to go into a grocery store or pharmacy w. #coronavirus stricken employees who can't afford to take sick leave w/o pay? Maybe you'll appreciate cost of inaction when you, or your elderly parents need ICU care, bu",Negative
266,45218,"Lakeland, FL",11/3/2020,"COVID-19 will accelerate the move to remote work, remote shopping, online interaction and the ongoing change in how we socialize, worship and communicate. This is not just an event - this will permanently shift how we leverage technology to do these things.  #disruption #tech https://t.co/KU9FSpzz9Q",Positive
267,45219,"London, England",11/3/2020,online shopping is more sterile and safe? Think about the delivery vans and the staff #coronavirus #cornoravirusuk,Positive
268,45220,brum / manc,11/3/2020,"if ur able to, PLEASE donate to food banks !! panic buying due to COVID-19 has meant that donations have fallen by 75%, and banks are low on essentials like milk and toiletries

food banks are already stretched too far under this government, especially when we shouldnt need them https://t.co/35wzpfM9YD",Negative
269,45221,"California, USA",11/3/2020,"@QuickTake @GavinNewsom The low price of cruise ships is enticing. Here is the problem: you may not be able to come back in good health. 

#GrandPrincessCruise #CoronavirusOutbreak #Coronavirustruth  #COVID2019 #CoronaVirusUpdate 

https://t.co/VQ",Negative
270,45222,BOS,11/3/2020,covid-19 rly about to hit my bank acct with all these groceries and online shopping imma be totally unable to avoid,Negative
271,45223,"Chicago, IL",11/3/2020,"Wondering if I should stock up on food and home goods. ? what are yall doing? 
#coronavirus",Neutral
272,45224,London,11/3/2020,"The clowns are playing games with #COVID2019 and peoples lives.

Large parts of the community are concerned for vunerable family &amp; friends. The clowns are monitoring consumer spending.",Positive
273,45225,Fashion Capital,11/3/2020,@ElieTahari #samplesale is #postponed - expect other #sales to go #online or skip a #season as #coronavirus #pandemic grows #shopping #nyc https://t.co/bXxD4n8oI8,Neutral
274,45226,,11/3/2020,"#Jamaica, sorry to burst your bubble but #Lysol cannot manage this strain of #coronavirus. The one on the Lysol tin is an older version of #coronavirus. #COVID19 was built to defeat #Lysol. Stop wasting money on #Lysol &amp; buy soap &amp; alcohol &amp; stock up on food &amp; medication.",Extremely Negative
275,45227,,11/3/2020,"Oregon Cheese Festival officially postponed due to #coronavirus
Keep your fingers crossed for microbusinesses like ours. 
Wanna support us by shopping online?
We'll put a trial sized package and a sticker in with every order received through this weekend.
https://t.co/r5jB2VVfh3",Extremely Positive
276,45228,,12/3/2020,"Youd think its the GD Super Bowl in the grocery store right now??

#Covid_19",Positive
277,45229,?,12/3/2020,"Donnie touts  #CoronaTaxCuts becoz of low oil prices.. @LeoVaradkar watch out! Get tested, Donnie has #coronavirus ! #cnn #msnbc #foxnews #Covid_19 #COVID19",Negative
278,45230,"Leicester, United Kingdom",12/3/2020,"https://t.co/a3md87Yyt3 The #Coronavirus discourse is dominated by medical/scientific voices, with their typical ignorance of societal welfare and public justification in decision-making. Unlike Corona, having no food will definitely kill you.",Extremely Negative
279,45231,Toronto,12/3/2020,Could I beg people w/ means to PLEASE take it easy on the hoarding during #CoronavirusPandemic #Covid_19 .  People who have less money can't stock up. Older ppl &amp; ppl w/ disabilities can't carry or store so much. Leave some food &amp; toilet paper for others.  Please.,Extremely Positive
280,45232,"Sydney, New South Wales",12/3/2020,"Citizens empty #Madrid supermarket shelves amid #coronavirus fears
#Spain 
#Corona #COVID?19 #COVID19 #Covid_19 #Coronavirusspain #CoronavirusESP https://t.co/wvMvjJNcBG",Negative
281,45233,,12/3/2020,"Those rich Pricks selling us water at gas prices, next, they sell us #sunshine, energy,  Next #air (Ioxygen) in portable clip on sacs. The rich always create crisis of fear for profit. Now World leaders, Hollywood &amp; Rich support by claiming they are contaminated #Covid_19",Extremely Positive
282,45234,United Kingdom,12/3/2020,Are you actually gonna stock up with food and necessities #coronavirus,Neutral
283,45235,"San Francisco, CA",12/3/2020,Let me guess @SFBART is going to spike up prices to recover from their low profits due to #Covid_19,Positive
284,45236,( )( ),12/3/2020,"Now would be a good time for people to teach older family members and neighbours how to order their supermarket shopping online.

So many people have never done it, I havent. 

#Coronavirus #Corona #CoronvirusUK",Positive
285,45237,,12/3/2020,"Hey, morons in Sri Lanka: Quit panic-buying perishables you absolute nit-witted fuck-nuggets. Nobody else is gonna have food and that loaf of bread is gonna be moldy AS FUCK by the end of the week. ALSO, IT'S MORE EFFICIENT TO GIVE SICK PEOPLE THE MASKS! Use. Brains. #Covid_19",Extremely Negative
286,45238,Greater London,12/3/2020,"****IMPORTANT MESSAGE FOR YOU ALL RE: COVID-19 CORONAVIRUS. PLEASE READ****

?? I have seen a few posts online lately saying that people are slowing down their internet shopping because they may be worried about https://t.co/eEnsmMV3vE",Positive
287,45239,"Pambansang Punong Rehiyon, Rep",12/3/2020,"@Rhett800cc So hard to decide??. As much as I want to hodl my 2 ccdcv4 token. Our place is declared to lock down due to covid-19. I will use this to buy some food to stock.
TXNID:093bd1db0c0d3a62af15883138a5f57d4cef35ae14e31e602b74489dd2524c7f

My b",Negative
288,45240,"Amsterdam, The Netherlands",12/3/2020,"Meanwhile at a grocery store in the Netherlands..

 #CoronavirusPandemic #pandemic #Covid_19 #coronavirus #corona https://t.co/6FBpeGSxov",Neutral
289,45241,Westeros,12/3/2020,"Supermarket in London this evening. No toilet papers, no pasta, no rice, no bread, no chicken and red meat. People are disgusting! #Covid_19 #london #uk https://t.co/OIYk4n20CN",Extremely Negative
290,45242,"Ontario, Canada",12/3/2020,I got people on Facebook currently selling toilet paper on bidding groups for outrages prices. This world is disgusting and selfish. #ashamed  #Covid_19,Extremely Negative
291,45243,,12/3/2020,"there's a special place in hell for people hoarding alcohols, sanitizers, and surgical masks then reselling them online at exorbitant prices! malala pa kayo sa COVID-19! ?
#COVID2019",Negative
292,45244,"Milan, Lombardy",12/3/2020,"Milan , Queue to enter the supermarket . Due restrictive emergency measures they let 10 people in at a time, and keep at least a meter away . #Covid_19 #italystaystrong #coronavirus #covid19italy https://t.co/lJy0u2b0pf",Negative
293,45245,????,12/3/2020,"It is not clear when Coupang early morning grocery shopping service started again, but it seems that it was possible to order again since a few days ago. Maybe now people are buying groceries offline more than online. #Daegu #SouthKorea #coronavirus",Negative
294,45246,???????,12/3/2020,"@capshun CORONA EP OUT NOW ON NEVER SAY DIE RECORDS!
Track list:
1. China
2. COVID-19
3. Global
4. Travel Ban
5. Every Freaking Retail Store is Out of Water And Sanitizer",Negative
295,45247,I fly FedEx Cargo  ,12/3/2020,"If you feel the need to pick a fight, please head to your local #supermarket and cut in line.  #Covid_19 #coronavirus",Negative
296,45248,???????????,12/3/2020,The Coronavirus virus has people buying up all the toilet paper and selling them at jacked up prices on places like Amazon too. Save some butt wipe for the rest of us. #Coronavirus #COVD19 #Covid_19  #CoronavirusPandemic,Extremely Positive
297,45249,"Mother Base, Caribbean Sea",12/3/2020,"retail notes growth in demand for groceries, canned food and antiseptics. #WuhanVirus #COVD19 #COVID19 #COVID_19 #CoronavirusPandemic https://t.co/fuWE4YjhuO",Positive
298,45250,"Toronto, Canada",12/3/2020,#Covid_19 stole Bernie's platform- it lowered oil and plane ticket prices as well as got people some days off.,Positive
299,45251,,12/3/2020,"I have PTSD from surviving Hurricane Katrina.
Seeing ""panic shopping"" and depleted stores causes some intense flashbacks for me, it's scary.
I remember how hard it was to get food or water in the aftermath.
Please be smart and safe, everyone...
#Covid_19",Positive
300,45252,"Philadelphia, PA",12/3/2020,"@Bryan700 @OfficerBandit @RavagerMog Imagine your life if the supply chain from manufacturer??warehouse??retail store is disrupted because of lockdowns in cities, counties, states, or nations because of #Covid_19 Especially is your stock of food includes ",Neutral
301,45253,Wallstreet,12/3/2020,Dont let be lumped in with Toliet paper users folks $ADGS $CSPS $INO these prices arent going to last forever ???? #SocialDistancing #ThursdayThoughts #ThankfulThursday #Covid_19 #blockchain #CoronavirusPandemic #CancelEverythingNow #CoronaVirusUpdate #CoronaOutbreak #Scam https://t.co/5eVT3hCjud,Neutral
302,45254,"West Midlands, England",12/3/2020,"Just a thought, but when your in the supermarket, panic buying, maybe put a few extra items in the Food Bank bit. After all, these people will need the items more than ever ?
Seriously, noodles are 14p, cereal is 60p. It's hardly going to break the bank.
#Coronavirus #BeKind https://t.co/hhdNKPgPVv",Extremely Negative
303,45255,Dublin,12/3/2020,Scenes outside my local supermarket as the country goes into lockdown from 6pm today. Don't be a silly twat and bulk buy stuff. There's plenty for everyone and consider more vulnerable people and people who have not been paid yet. #CoronavirusPandemic #lockdown #Covid_19 https://t.co/gsSUHr8GAE,Extremely Negative
304,45256,"Manchester, England",12/3/2020,Local shop cutting the price mark off the labels so they can put the prices up. Taking advantage of a bad situation #CoronavirusPandemic  #Covid_19 #coronavirusuk #coronavirus https://t.co/8gL1iHcXdO,Negative
305,45257,"New York, NY",12/3/2020,"i would fight everyone in the supermarket 

for the last roll of toilet paper

just for you ?

#Covid_19",Negative
306,45258,Seattle /Waimanalo /Fethiye,12/3/2020,"Call. Demand. Amplify:
-Free #coronavirus testing 
-Paid emergency leave for workers
-Enhanced unemployment insurance
-Strengthened food security initiatives
-Clear protections for frontline workers
-Increased federal funds for Medicaid
https://t.co/FrLdJIcorO",Extremely Positive
307,45259,"Nottingham, England",12/3/2020,"This #coronavirus #panickbuyinguk is bloody ridiculous, I cant get painkillers for knee pain Im suffering, the foods I buy for my #autistic child who has food issues are out of stock, how do I tell him he cant have that without causing meltdown You people are pricks!!",Extremely Negative
308,45260,,12/3/2020,"The fact that I probably will not have my work close or cancel over COVID-19 is kinda stupid.. I swear to god if I get this CUZ OF WORK, I am fucking suing.",Extremely Negative
309,45261,Moon,12/3/2020,"Prepare yourself for when the #Covid_19 panic is ovee and everything has settled.
Do no stock up on toilet paper.
Stock up on Bitcoin and stocks. 
Sell back at inflated prices later on.",Extremely Negative
310,45262,,12/3/2020,"Corona virus got people going nuts at the grocery store...out of toilet paper? Out of batteries? Out of water? They must not know hood rules apply cuz first thing in the morning I'm taking all of these items from work and bringing them home ???
#HoodRules #Covid_19",Negative
311,45263,"Mississauga, Ontario",12/3/2020,"? New Podcast! ""The Marc Patrone Show - March 12, 2020 - Oil Prices Hit Canada's Economy, Ontario's Budget, Covid-19 &amp; Falling Stock Market"" on @Spreaker #brampton #caledon #canadianeconomy #covid_19 #mississauga #oilpriceshitcanadaeconomy https://t.co/AYaQZ8xhUs",Negative
312,45264,"West Coast, USA",12/3/2020,"@morethanmySLE @mcspocky @JoeBiden To maximize #ElderPurge of the infirmed,elderly population across America, Creepy Joe Biden's #NWO Zionist Puppet Masters Want
No Universal Health Care
Keep Drug Prices 1,000x those in Canada
Cut Social Security
",Positive
313,45265,"Manila, Philippines",12/3/2020,"LOOK: Shoppers wearing face masks stock up on food &amp; disinfectants, wait in line to pay at a supermarket in Quezon City as #COVID19 cases rise in the country | via @biancadava https://t.co/FZyqlcPp82",Negative
314,45266,,12/3/2020,"Stock up on Food &amp; Water asap before the forced quarantines for the deadly CoronaVirus.
https://t.co/WogXP8sOoE
covid-19 covid19 stocks bonds silver gold slv gld intern nurse rn medstudent paramedic trucker patriot taxi prepper veteran hunter biker surfer bartender e3 eos bch xrp https://t.co/HRh9n4VIcv",Negative
315,45267,"Lubbock, TX",12/3/2020,Best part about working in a restaurant right now is having access to literally cases of TP and sanitizers. Fuck all that grocery store hoarding shit. #ThursdayMotivation #Covid_19,Negative
316,45268,,12/3/2020,"Wala, nakita ko lang :)

Republic Act 7394 - THE CONSUMER ACT OF THE PHILIPPINES 
TITLE III.  PROTECTION AGAINST DECEPTIVE, UNFAIR ANDUNCONSCIONABLE SALES ACTS OR PRACTICES

#Covid_19  #CoronavirusPandemic https://t.co/kkD33w5ocO",Negative
317,45269,,12/3/2020,"We are just  only 3 months into #Covid_19
* EU on lockdown
* America suspending all flight from EU 
* All sporting events postponed
*Bitcoin crashed
*Oil crashed 
*Stock market crashed
* Food &amp; medicine running out
*No president or celebrity is safe. 
  #CoronavirusPandemic",Neutral
318,45270,Gemini under the sun,12/3/2020,"NO #toiletpaper #handsanitizer #disinfectant wipes  at #HomeDepot or #Walmart !?Got some yesterday from the grocery store but cause ppl R going nuts &amp; #stockpiling there's not enough 4the rest of us ""Normals""? #CoronavirusPandemic #CoronaOutbreak #Covid_19",Extremely Negative
319,45271,"Ann Arbor, MI",12/3/2020,"#CoronavirusPandemic #Covid_19 #handsanitizer 
Their was a post about hand sanitizer that was placed about us that has false prices. We have never sold any Purells at $5.00 oz. We have over 200 happy local customers that have seen our prices.Sorry for any confusion. All out stock https://t.co/lilP3NZunp",Extremely Positive
320,45272,"Athens, Greece",12/3/2020,"Athens Stock Exchange opening: Nosedive 

Equity prices were significantly dropping on the #Athens Stock Exchange on Thursday. The basic share price index was down 9.07 percent

https://t.co/dbtDv2BmGq

#Greece #COVID?19 #Covid_19 #coronavirus",Positive
321,45273,India,12/3/2020,"BJP MP Subramanian Swamy has given Zero Hour notice in Rajya Sabha over the ""impact of high aviation fuel prices and #coronavirus on the domestic air services.""",Neutral
322,45274,looking for a parking spot,12/3/2020,"Been seeing a lot of Tr*mp supporters posting misleading information about COVID-19, downplaying the severity, misrepresentation of the # of cases, etc. 
Thats fine. Carry on as you were...licking retail store door handles and such. We dont need yall at the polls in November. https://t.co/0V48Kt4vQK",Negative
323,45275,"Las Vegas, Nevada",12/3/2020,"Yesterday, I held a press call to discuss legal issues related to coronavirus (#COVID2019), including consumer protection, fraud, misrepresentation and patient privacy laws. 

Listen to a portion of the call here: https://t.co/aS4xjXXr3K",Extremely Negative
324,45276,Kashmir,12/3/2020,"Coronavirus scare: In Kashmir, people say bye bye to Chinese food

In Sgr restaurants, guests demand traditional wazwan instead of Manchurian, Chowmin, fried rice etc

KNO

#Kashmir #Coronavirus",Negative
325,45277,"Riyadh, KSA!",12/3/2020,"Services that will be in on high-demand in this COVID-19 season;
- Netflix and/or other on-demand video streaming ser
- High usage of internet/mobile data. 
- Food delivery service/online shopping
- Online training courses
- Online video streaming and games 

#StaySafePH",Negative
326,45278,"Vienna, Austria",12/3/2020,"Please do not panic. 

There will be no food&amp;supply scarcity but there will be a logistical clusterfuck if everyone panicks and raids supermarket shelves like a meteor just hit the earth.

#Covid_19",Extremely Positive
327,45279,United States,12/3/2020,"A friend of mine just got chewed out by her mgr for asking about a coworker. She is showing all signs for #Covid_19 and was just at an international convention last week but the mgrs response? Dont spread rumors. 

My friend is 8 months pregnant and this is at a grocery store",Extremely Positive
328,45280,"Maine, USA",12/3/2020,Its so weird being in a state where #Covid_19 hasnt hit yet. Life has still felt pretty normal despite all the pics Ive seen online &amp; the coverage. Today felt like the first day where ppl started acting differently. Lotta ppl at the grocery store. Feels foreboding.,Positive
329,45281,"Columbus, OH",12/3/2020,"If there were ZERO fans at the game last night, Rudy Gobert still could've spread the #coronavirus to a shitload of people, this isn't working, unless its a pharmacy, grocery store, gas station or medical facility, SHUT IT DOWN.",Neutral
330,45282,127.0.0.1,12/3/2020,"Hopefully with this #Coronavirus outbreak, it'll push businesses to offer online shopping *cough* car dealerships and small restaurants *cough*",Positive
331,45283,Sanremo-Milano,12/3/2020,"La coda allEsselunga di via Fauché, a #Milano. Adesso https://t.co/IcdEp0douh",Neutral
332,45284,"Kumasi, Ghana",12/3/2020,"Is it gay to use hand sanitizer to prevent coronavirus? 

Pastor says only sissies &amp; pansies wash their hands to prevent #coronavirus

According to the conservative Christian pastor, Christians who use hand sanitizer have ""fake faith"" and ""no balls.""

https://t.co/ZLkI8H52La",Extremely Positive
333,45285,"Cairo, Egypt",12/3/2020,Egyptian retailers now touting online shopping ? in response to #Coronavirus https://t.co/P3ZfjJJyIL,Negative
334,45286,,12/3/2020,"Ugh. Nothing like people taking things out of context and then tweeting angrily about it. ??? 
*wash your hands 
*check in with the more vulnerable people around you, do they have food, medications?
*dont hoard, dont panic. 
#Covid_19 #WashYourHands https://t.co/OAI3d7JMCT",Extremely Negative
335,45287,"Celbridge, Ireland",12/3/2020,"*Rap Beat*

Shes the Covid 19
Self Isolation Queen
More toilet paper in her hands than I have ever seen,
This supermarket scene
Perhaps a tad extreme
She Turns and whispers darkly that 

Its For The Quarantine 

-Mary in  the Tesco Queue Volume 1

As you were
#Covid_19",Negative
336,45288,"Bondi Beach, Sydney, Australia",12/3/2020,We have a Whatsapp group in my apartment building. Its currently being used to track shipment dates and times of toilet paper to our local supermarket. Because 2020. #Covid_19 #Sydney,Neutral
337,45289,"Menifee, CA",12/3/2020,"@kevinmornings @thekevinryder @JensenKarp @alliemackay , I get the #coronavirus is a big deal, but why stock up on TP? I dont get it?? Stock up on water and food and meds. TP should be on the bottom of the list. ?????",Neutral
338,45290,Still feels like January ,12/3/2020,"All you crazies out there panic buying, please dont forget about your pets food. #Covid_19",Negative
339,45291,"Connecticut, USA",12/3/2020,? People with no disposable income cannot afford to panic-stock 14 days worth of food and goods. Please consider a no-contact drop off of non-perishables to your local food pantry or donate some money to @FeedingAmerica. #coronavirus #COVID19,Positive
340,45292,"New York, NY",12/3/2020,Consumers in the U.S. have been slow to embrace online grocery shopping until now. But that mentality is starting to change in the era of #coronavirus. @SPGMarketIntel's @KatieArcieri reports: https://t.co/bWSBXnRqFc https://t.co/ucV82rKRbt,Positive
341,45293,NY/FL USA ?GRATEFUL ,12/3/2020,"All Americans should be concerned w/ stock markets. 
LIQUIDITY &amp; CREDIT. 
Lack of liquidity can cause a credit crisis &amp; everything will freeze. 
-No medicine 
-No food 
-No supplies 
-Empty stores. 

#CoronaVirusUpdate #coronavirus 
@realDonaldTrump @SpeakerPelosi",Extremely Negative
342,45294,"Atlanta, GA",12/3/2020,"CDC urges elderly to stock up on food, stay home amid #coronavirus fears  https://t.co/yi0YqCABQP",Negative
343,45295,Ireland,12/3/2020,"who can't afford to stock up and elderly people are now stuck while you have 7 packets of toilet roll, 50 soaps and food rotting in the fridge. Apparently there's been war in some shops in Dublin, people making off with entire shelves and cans of beans thrown. Cop on. #Covid_19",Extremely Negative
344,45296,The world is my playground,12/3/2020,"Smartphones are the main devices for online shopping during peaks - seen at @DigitalCityFest today. Thanks @markbodoano!?? 

I reckon #retailers with mobile-responsive websites are likely to benefit the most from this #coronavirus #lockdown

Thoughts??

#unifiedcommerce #DCF2020 https://t.co/1VnwBtvUQE",Extremely Positive
345,45297,,12/3/2020,Grocery store was total insanity. The stores are rationing toilet paper. Everybody was buying that &amp; soap. Did people not wash their hands or wipe their butts before this?? Oh &amp; don't get me started on old/fat people on those motorized scooters... #coronavirus #wereallgonnadie,Negative
346,45298,,12/3/2020,"Informoval jsem zástupce vech obchodních ?et?zc? o aktuálních opat?eních vlády. ?et?zce jsou zásobovány na 95 %, take není d?vod panika?it. Zásoby potravin fakt nedojdou. Není opravdu d?vod dnes obsadit a vykoupit supermarkety.",Neutral
347,45299,Nashville,12/3/2020,State of the suburban grocery store during the time of #Covid_19: Thanksgiving + Super Bowl-level business. Not a single shopping cart available 1/ https://t.co/4kL1oFom14,Positive
348,45300,"Montréal, Québec",12/3/2020,"Americans Stock Up On Food as COVID-19 Concerns Rise. They are stocking up their pantries, as they prepare for a large-scale epidemic. According to figures from Neilsen published this week, sales of medical supplies and non-perishable food have increased.. https://t.co/OeXMucIn1Y",Positive
349,45301,Varying locations,12/3/2020,"For those complaining about schools not being closed when tomorrow you use the tube, bus, train, go to a supermarket, pub etc you could quite easily get #Covid_19 just by going about your every day life.",Positive
350,45302,"Surrey, UK",12/3/2020,Please check in on any elderly neighbours (preferably by phone). They will most probably have seen or heard the news about #coronavirus &amp; may be too scared to go out &amp; not have access to online shopping. Make sure they have supplies. #BeKind,Positive
351,45303,,12/3/2020,Just got a message a few hours ago that my school is closing down for the next month and the classes will be online. Everyone's shopping cart is packed to the brim. This is actually getting serious. #Covid_19 https://t.co/eCkXMM9pxO,Negative
352,45304,,12/3/2020,"@DavieC726 @brianstelter Thank God SOMEONE is ""worried about the financials"", Dave. 

""The financials"" pay people's bills. Put food on the table. 

Many people rely on the stock market for their retirement income. 

And yes: #coronavirus IS a ",Positive
353,45305,,12/3/2020,"Real question, should I stock up on things I already have (dog food, cat food, litter, tampons, etc.)? How insane is this #coronavirus thing going to get? Im not worried about the virus, Im worried about being told to stay put with no supplies...",Negative
354,45306,,12/3/2020,"Also, dont buy whatever they are selling because it will give them an ego boost. Stop making them feel like you are patronizing their deeds, that its okay to sell necessities in higher prices because we will buy it anyway. #COVID2019",Positive
355,45307,,12/3/2020,"Seeing resellers sell masks, alcohols and other necessities in prices which are 5-15x more expensive compared to SRPs makes me wonder how can people be so heartless, insensitive, and opportunistic in these times of crisis. #COVID2019",Extremely Negative
356,45308,"Rome, Lazio",12/3/2020,People in masks queuing outside a supermarket in Rome. Glad to see people are cautious and taking measures #italy #CoronavirusPandemic #Covid_19 #SocialDistancing https://t.co/4XSeeSyv4s,Positive
357,45309,"Northampton, England",12/3/2020,"Fuel at the lowest price in years however utility bills and fuel prices remain the same. 

Someones making some serious cash out of this global crises. #Covid_19 #COVID19 #CoronavirusPandemic",Negative
358,45310,"Cambridge, Ontario",12/3/2020,"When freaking out and buying all the supplies it's important to remember the facts, and that you can buy all the regular soap too!

#CoronavirusPandemic
#Covid_19

https://t.co/uGwMqBtGBj",Negative
359,45311,California / Florida,12/3/2020,Experts saying stock up two weeks worth of food and supplies Half of people live paycheck to paycheck How are they suppose to do that with no money 1 5 trillion handout to big banks but nothing for the struggling They didn t ask But how do we pay for it,Positive
360,45312,,12/3/2020,"Shelves at my local grocery store are bare or ransacked. But it is nice to see everyone being friendly. Letting other people in front of them in line, helping them find certain items and even making some toilet paper jokes. #Covid_19 #remaincalmandkind",Extremely Positive
361,45313,United States,12/3/2020,"I'm going to say this right now!
What is wrong with people over this #Covid_19 
When people are fighting over shit paper or Food.
Is sick to me!  I go to the store and i can't shop for anything! 
Because panic feared idiot fools think world is coming to the end!",Extremely Negative
362,45314,"Toronto, Ontario",12/3/2020,"Went to the grocery store over lunch (just to pickup puppy food) and WOW!

Thursday afternoon and the place is rammed. 
1/3
#Covid_19 #CoronavirusPandemic https://t.co/0RhlgZbAXH",Extremely Positive
363,45315,"Dublin City, Ireland",12/3/2020,"DONT BUY THINGS IN BULK

The stores won't run out of food and you can still make trips to the grocery store when needed. You are just hurting everyone by doing it.

These are precautions to control the virus early. We are still at an early stage in IRE. Do not panic.

#Covid_19",Positive
364,45316,"Kerry, Ireland",12/3/2020,"Government advice - no indoor gatherings more than 100.
Every supermarket right now... #Covid_19 #COVID2019IRELAND https://t.co/ppTWkZQ3L8",Negative
